0.038864613,0.5178646
0.058566093,0.28478062
0.036040306,0.2951597
0.057413578,0.24887979
0.032993793,0.51266944
0.06477165,0.71427095
0.03660965,0.3169421
0.05482149,0.45750082
0.05032015,0.1637479
0.061783314,0.3142048
0.044104576,0.65792096
0.061881542,0.38848937
0.05153799,0.25996745
0.019339085,0.17596376
0.013061523,0.74098074
0.02427578,0.8331908
0.026561737,0.6722723
0.043836594,0.52446854
0.067885876,0.75253403
0.03908205,0.6135355
0.08307791,0.5890068
0.04891777,0.5965668
0.0,0.38211763
0.09635353,0.48016822
0.09624386,0.4211651
0.083405495,0.34223711
0.07679653,0.4755615
0.05333376,0.5624498
0.045936584,0.5229305
0.069067955,0.30334437
0.07549524,0.31110322
0.071439266,0.60042894
0.021107197,0.67302287
0.017822266,0.7301234
0.06728172,0.323897
0.02962017,0.3656448
0.03403759,0.6286346
0.027415276,0.47350943
0.038793564,0.18716991
0.056729794,0.49706328
0.03141737,0.47573483
0.06237793,0.043146968
0.03118372,0.22949946
0.08076191,0.51982844
0.08775091,0.627422
0.061055183,0.26698148
0.045894146,0.6226915
0.043596268,0.26802814
0.04363823,0.634657
0.047682762,0.40846407
0.7470088,1.0000001
0.67354345,0.7906159
0.7664299,0.9081286
0.5116887,0.38685095
0.68623257,0.7571045
0.59496784,0.37501395
0.7001319,0.7456764
0.36784315,0.40143478
0.68453074,0.83819664
0.4884324,0.37026465
0.39849758,0.3790859
0.586082,0.5182923
0.5240302,0.5389265
0.66084623,0.5433556
0.476429,0.47614205
0.6776552,0.9113749
0.606442,0.30332053
0.5330968,0.50675714
0.63521194,0.36296546
0.49876595,0.4466082
0.6928911,0.27171862
0.56185913,0.6040796
0.7026725,0.54528797
0.6452608,0.57979524
0.6260028,0.7604743
0.66612864,0.85508597
0.73262215,0.88381255
0.76898,0.7832571
0.6381774,0.48948348
0.44302464,0.48103726
0.47868776,0.43315923
0.46106768,0.44166386
0.5195937,0.4988345
0.7142725,0.25439823
0.59142256,0.23121703
0.6540103,0.6667644
0.72242785,0.86528695
0.61862326,0.6835407
0.5457425,0.45403516
0.51051617,0.40350568
0.5617838,0.34236372
0.65040064,0.5847131
0.5336404,0.48620546
0.36976194,0.4042002
0.5476389,0.41160524
0.5528817,0.48255908
0.56197643,0.4585899
0.60833263,0.65729034
0.3363247,0.4211365
0.54469585,0.46183407
0.8987541,0.19969237
0.72135115,0.12193179
0.90516233,0.6448654
0.81745815,0.2980076
0.87112665,0.31892288
0.98071957,0.63400424
0.5632477,0.0
0.9403014,0.67507756
0.86524534,0.38381708
0.95299625,0.54717386
0.78936577,0.673308
0.7898817,0.376835
0.8512168,0.65532696
0.70478106,0.04893744
0.7616463,0.0073889494
0.82654095,0.30711997
0.81864977,0.57478034
0.9975729,0.6502298
1.0,0.6061419
0.6882181,0.11862457
0.8910651,0.5794579
0.6897235,0.07381487
0.9874964,0.65231764
0.7246747,0.4702617
0.8743601,0.5560595
0.9133568,0.7356261
0.7057462,0.42963636
0.7166772,0.3740219
0.8371277,0.28032386
0.8847556,0.8267573
0.9315648,0.7214271
0.9901023,0.73465526
0.8398919,0.26100075
0.7332988,0.57868135
0.7803755,0.11091161
0.9581046,0.6873833
0.86251116,0.20654714
0.81620264,0.48480666
0.6950941,0.33154643
0.8487396,0.7330929
0.87687445,0.40728962
0.8337002,0.79537356
0.72135115,0.12193215
0.90300226,0.45651948
0.8942194,0.3694216
0.827343,0.6670288
0.74202967,0.28681433
0.79532814,0.5932385
0.8311901,0.18265545
0.7294879,0.20874774
